AL_Type;AR_No;CustID;Layanan;CreatedOn
Downgrade;AR/CHT/2204/4035;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4034;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4033;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/3985;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3986;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3987;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3988;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3989;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3990;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3991;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3992;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3993;180000053;ManageServiceNotebookBasic;14/04/2022 22.45
Downgrade;AR/CHT/2204/3994;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/3995;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/3996;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/3997;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/3998;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/3999;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4000;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4001;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4002;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4003;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4004;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4005;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4006;180000053;ManageServiceNotebookBasic;14/04/2022 22.46
Downgrade;AR/CHT/2204/4032;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4007;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4031;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4030;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4029;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4028;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4027;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4008;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4026;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4025;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4024;180000053;ManageServiceNotebookBasic;14/04/2022 22.49
Downgrade;AR/CHT/2204/4023;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4009;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4022;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4021;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4020;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4019;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4018;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4017;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4016;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4015;180000053;ManageServiceNotebookBasic;14/04/2022 22.48
Downgrade;AR/CHT/2204/4014;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4013;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4012;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4011;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/4010;180000053;ManageServiceNotebookBasic;14/04/2022 22.47
Downgrade;AR/CHT/2204/3916;180000053;ManageServiceNotebookBasic;13/04/2022 21.24
Upgrade;AR/CHT/2204/4058;180000053;ManageServiceNotebookBasic;17/04/2022 01.55
Downgrade;AR/CHT/2204/3917;180000053;ManageServiceNotebookBasic;13/04/2022 21.25
Downgrade;AR/CHT/2204/4075;180000053;ManageServiceNotebookBasic;17/04/2022 06.47
Downgrade;AR/CHT/2204/4074;180000053;ManageServiceNotebookBasic;17/04/2022 06.47
Downgrade;AR/CHT/2204/4073;180000053;ManageServiceNotebookBasic;17/04/2022 06.47
Downgrade;AR/CHT/2204/4072;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4071;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4070;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4069;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4068;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4067;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4066;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4065;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4059;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4064;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4063;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4062;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4061;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4060;180000053;ManageServiceNotebookBasic;17/04/2022 06.46
Downgrade;AR/CHT/2204/4076;180000053;ManageServiceNotebookBasic;17/04/2022 08.08
Downgrade;AR/CHT/2204/3918;180000053;ManageServiceNotebookBasic;13/04/2022 21.25
Downgrade;AR/CHT/2204/4082;180000053;ManageServiceNotebookBasic;17/04/2022 09.43
Downgrade;AR/CHT/2204/4081;180000053;ManageServiceNotebookBasic;17/04/2022 09.43
Upgrade;AR/CHT/2204/4080;180000053;ManageServiceNotebookBasic;17/04/2022 09.42
Downgrade;AR/CHT/2204/4079;180000053;ManageServiceNotebookBasic;17/04/2022 09.42
Upgrade;AR/CHT/2204/4078;180000053;ManageServiceNotebookBasic;17/04/2022 09.42
Upgrade;AR/CHT/2204/4077;180000053;ManageServiceNotebookBasic;17/04/2022 09.41
Upgrade;AR/CHT/2204/4083;180000053;ManageServiceNotebookBasic;17/04/2022 11.37
Downgrade;AR/CHT/2204/4084;180000053;ManageServiceNotebookBasic;17/04/2022 11.59
Downgrade;AR/CHT/2204/4085;180000053;ManageServiceNotebookPremium;17/04/2022 15.54
New;AR/ACT/2201/3380;120000323;InternetCorporate;27/01/2022 08.50
Downgrade;AR/CHT/2204/4096;120000323;InternetCorporate;18/04/2022 11.56
Upgrade;AR/UPG/2202/1060;10000007;NET-ACCESSCorporate;10/02/2022 12.02
Upgrade;AR/UPG/2202/1059;10000007;NET-ACCESSCorporate;10/02/2022 12.00
New;AR/ACT/2202/5642;40000348;Metronet;10/02/2022 11.03
Downgrade;AR/CHT/2204/4189;140002634;Metronet;19/04/2022 13.04
Downgrade;AR/CHT/2204/4188;140002634;Metronet;19/04/2022 13.04
Upgrade;AR/UPG/2202/1207;110000092;InternetCorporate;21/02/2022 22.33
Downgrade;AR/CHT/2204/4187;140002634;Metronet;19/04/2022 13.04
Downgrade;AR/CHT/2204/4186;140002634;Metronet;19/04/2022 13.04
Downgrade;AR/CHT/2204/4204;110000092;InternetCorporate;19/04/2022 15.18
Downgrade;AR/CHT/2204/4185;140002634;Metronet;19/04/2022 13.04
Downgrade;AR/CHT/2204/4183;140002634;Metronet;19/04/2022 13.03
Downgrade;AR/CHT/2204/4181;140002634;Metronet;19/04/2022 13.03
Downgrade;AR/CHT/2204/4229;90000780;InternetCorporate;20/04/2022 01.00
Downgrade;AR/CHT/2204/4180;140002634;Metronet;19/04/2022 13.03
Downgrade;AR/CHT/2204/4179;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4178;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4177;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4176;140002634;Metronet;19/04/2022 13.02
Upgrade;AR/CHT/2204/4230;90000369;InternetCorporate;20/04/2022 01.41
Downgrade;AR/CHT/2204/4175;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4174;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4173;140002634;Metronet;19/04/2022 13.02
Downgrade;AR/CHT/2204/4172;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4171;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4246;90000796;InternetBroadbandCorporate;20/04/2022 06.30
Downgrade;AR/CHT/2204/4170;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4169;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4168;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4167;140002634;Metronet;19/04/2022 13.01
Downgrade;AR/CHT/2204/4165;140002634;Metronet;19/04/2022 13.00
Downgrade;AR/CHT/2204/4164;140002634;Metronet;19/04/2022 13.00
Downgrade;AR/CHT/2204/4249;90000181;InternetCorporate;20/04/2022 09.04
Downgrade;AR/CHT/2204/4248;140000545;InternetCorporate;20/04/2022 08.51
Downgrade;AR/CHT/2204/4163;140002634;Metronet;19/04/2022 13.00
Downgrade;AR/CHT/2204/4162;140002634;Metronet;19/04/2022 12.59
Downgrade;AR/CHT/2204/4161;140002634;Silver;19/04/2022 12.59
Downgrade;AR/CHT/2204/4166;140002634;Metronet;19/04/2022 13.00
New;AR/CHT/2204/4254;140002634;Bronze;20/04/2022 10.14
New;AR/ACT/2203/8787;90001037;InternetCorporate;07/03/2022 10.41
New;AR/ACT/2203/8786;90001037;InternetBroadbandCorporate;07/03/2022 10.41
New;AR/ACT/2203/8784;90001037;InternetBroadbandCorporate;07/03/2022 10.41
New;AR/ACT/2203/8782;90001037;InternetBroadbandCorporate;07/03/2022 10.41
New;AR/CHT/2204/4255;140002634;Bronze;20/04/2022 10.15
New;AR/ACT/2203/8783;90001037;InternetBroadbandCorporate;07/03/2022 10.41
New;AR/ACT/2203/8781;90001037;InternetBroadbandCorporate;07/03/2022 10.40
New;AR/CHT/2204/4256;140002634;Bronze;20/04/2022 10.16
New;AR/ACT/2203/12179;90001053;InternetBroadbandCorporate;25/03/2022 09.30
New;AR/ACT/2203/9517;30000388;InternetBroadbandCorporate;11/03/2022 15.08
New;AR/CHT/2204/4257;140002634;Bronze;20/04/2022 10.16
New;AR/CHT/2204/4258;140002634;Bronze;20/04/2022 10.22
New;AR/CHT/2204/4259;140002634;Bronze;20/04/2022 10.24
New;AR/ACT/2203/8593;90001040;i-WINIndoor;04/03/2022 14.20
New;AR/ACT/2203/8592;90001040;Bronze;04/03/2022 14.19
New;AR/ACT/2203/8591;90001040;InternetBroadbandCorporate;04/03/2022 14.18
New;AR/ACT/2203/8590;90001040;InternetCorporate;04/03/2022 14.18
New;AR/CHT/2204/4260;140002634;Bronze;20/04/2022 10.25
Downgrade;AR/CHT/2204/4296;140000330;InternetCorporate;20/04/2022 13.38
Downgrade;AR/CHT/2204/4298;140000330;Metronet;20/04/2022 13.41
Relokasi;AR/RLK/2202/0175;30000388;InternetCorporate;09/02/2022 09.42
Downgrade;AR/CHT/2204/4299;140000330;InternetCorporate;20/04/2022 13.44
Relokasi;AR/RLK/2202/0174;30000388;InternetBroadbandCorporate;09/02/2022 09.41
Relokasi;AR/RLK/2202/0173;30000388;InternetBroadbandCorporate;09/02/2022 09.30
Downgrade;AR/CHT/2204/4311;140000536;InternetCorporate;20/04/2022 15.00
Downgrade;AR/CHT/2204/4312;30000388;InternetCorporate;20/04/2022 15.03
Downgrade;AR/CHT/2204/4316;30000388;InternetBroadbandCorporate;20/04/2022 15.20
Downgrade;AR/CHT/2204/4318;30000388;InternetBroadbandCorporate;20/04/2022 15.44
New;AR/ACT/2202/6263;140003510;InternetBroadbandCorporate;14/02/2022 09.30
New;AR/ACT/2202/6262;140003510;InternetBroadbandCorporate;14/02/2022 09.30
New;AR/ACT/2202/6260;140003510;InternetCorporate;14/02/2022 09.29
New;AR/ACT/2201/1448;140003410;InternetBroadbandCorporate;13/01/2022 07.49
New;AR/ACT/2201/1447;140003410;InternetCorporate;13/01/2022 07.49
New;AR/CHT/2204/4352;140002634;Bronze;21/04/2022 09.59
New;AR/CHT/2204/4351;140002634;Bronze;21/04/2022 09.59
New;AR/CHT/2204/4350;140002634;Bronze;21/04/2022 09.58
New;AR/ACT/2201/1798;140003427;InternetBroadbandCorporate;14/01/2022 11.38
New;AR/ACT/2201/1797;140003427;InternetCorporate;14/01/2022 11.37
New;AR/CHT/2204/4349;140002634;Bronze;21/04/2022 09.58
New;AR/CHT/2204/4348;140002634;Bronze;21/04/2022 09.57
New;AR/CHT/2204/4347;140002634;Bronze;21/04/2022 09.57
New;AR/CHT/2204/4346;140002634;Bronze;21/04/2022 09.56
New;AR/ACT/2203/8195;180000363;NET-ACCESSBroadband;02/03/2022 09.53
New;AR/CHT/2204/4345;140002634;Bronze;21/04/2022 09.56
New;AR/CHT/2204/4344;140002634;Bronze;21/04/2022 09.56
New;AR/CHT/2204/4342;140002634;Bronze;21/04/2022 09.56
New;AR/CHT/2204/4341;140002634;Bronze;21/04/2022 09.55
New;AR/CHT/2204/4340;140002634;Bronze;21/04/2022 09.54
New;AR/CHT/2204/4339;140002634;Bronze;21/04/2022 09.54
New;AR/CHT/2204/4337;140002634;Bronze;21/04/2022 09.53
New;AR/CHT/2204/4336;140002634;Bronze;21/04/2022 09.53
New;AR/CHT/2204/4335;140002634;Bronze;21/04/2022 09.51
New;AR/CHT/2204/4334;140002634;Bronze;21/04/2022 09.50
New;AR/CHT/2204/4343;140002634;Bronze;21/04/2022 09.56
Downgrade;AR/CHT/2204/4452;140002634;InternetBroadbandCorporate;22/04/2022 07.46
Downgrade;AR/CHT/2204/4443;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4437;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4448;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4445;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4451;140002634;InternetBroadbandCorporate;22/04/2022 07.46
Downgrade;AR/CHT/2204/4449;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4447;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4446;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4441;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4439;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4436;140002634;InternetBroadbandCorporate;22/04/2022 07.43
Downgrade;AR/CHT/2204/4440;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4444;140002634;InternetBroadbandCorporate;22/04/2022 07.45
Downgrade;AR/CHT/2204/4438;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4442;140002634;InternetBroadbandCorporate;22/04/2022 07.44
Downgrade;AR/CHT/2204/4450;140002634;InternetBroadbandCorporate;22/04/2022 07.46
New;AR/ACT/2203/8458;10000316;InternetBroadbandCorporate;04/03/2022 09.44
New;AR/ACT/2203/8457;10000316;InternetCorporate;04/03/2022 09.43
Downgrade;AR/CHT/2202/1702;110000092;i-WINIndoor;21/02/2022 22.50
Downgrade;AR/CHT/2202/1701;110000092;i-WINIndoor;21/02/2022 22.45
Downgrade;AR/CHT/2202/1700;110000092;i-WINIndoor;21/02/2022 22.41
Downgrade;AR/CHT/2202/1699;110000092;i-WINIndoor;21/02/2022 22.40
Downgrade;AR/CHT/2202/1698;110000092;Bronze;21/02/2022 22.38
Upgrade;AR/UPG/2203/1794;90000454;InternetCorporate;15/03/2022 10.59
New;AR/ACT/2203/10653;30000397;InternetBroadbandCorporate;17/03/2022 13.11
New;AR/ACT/2203/9494;30000586;InternetBroadbandCorporate;11/03/2022 13.37
New;AR/ACT/2203/11394;180000400;InternetBroadbandCorporate;22/03/2022 14.54
New;AR/ACT/2204/13904;140003583;InternetBroadbandCorporate;07/04/2022 10.04
New;AR/ACT/2204/13903;140003583;InternetCorporate;07/04/2022 10.02
New;AR/ACT/2203/12812;90001061;InternetBroadbandCorporate;30/03/2022 10.56
New;AR/ACT/2203/10228;90000591;InternetBroadbandCorporate;15/03/2022 13.52
Upgrade;AR/UPG/2203/1795;90000591;InternetCorporate;15/03/2022 13.47
New;AR/ACT/2112/39475;40000348;Metronet;20/12/2021 12.11
New;AR/ACT/2204/14077;60001234;InternetCorporate;08/04/2022 15.03
Downgrade;AR/CHT/2204/5028;180000053;Lain-lain;28/04/2022 12.58
Downgrade;AR/CHT/2204/5029;180000053;Lain-lain;28/04/2022 13.15
New;AR/ACT/2202/5424;140003495;InternetCorporate;09/02/2022 11.17
New;AR/ACT/2202/5426;140003495;InternetBroadbandCorporate;09/02/2022 11.17
New;AR/ACT/2201/1777;140003424;InternetCorporate;14/01/2022 08.41
New;AR/ACT/2201/1778;140003424;InternetBroadbandCorporate;14/01/2022 08.44
Upgrade;AR/UPG/2203/1560;110000205;InternetCorporate;07/03/2022 08.13
New;AR/ACT/2203/8198;90001038;InternetCorporate;02/03/2022 10.16
Upgrade;AR/CHT/2205/5093;180000396;NET-ACCESSBroadband;09/05/2022 13.04
New;AR/ACT/2203/8606;140003537;InternetBroadbandCorporate;04/03/2022 15.13
New;AR/ACT/2203/8605;140003537;InternetBroadbandCorporate;04/03/2022 15.13
New;AR/ACT/2203/8604;140003537;InternetCorporate;04/03/2022 15.13
New;AR/ACT/2201/3210;30000388;InternetBroadbandCorporate;25/01/2022 12.08
Downgrade;AR/CHT/2205/5094;30000388;InternetBroadbandCorporate;09/05/2022 14.15
New;AR/ACT/2202/5693;30000388;InternetCorporate;10/02/2022 14.43
Downgrade;AR/CHT/2205/5097;30000388;InternetCorporate;09/05/2022 14.46
New;AR/ACT/2202/5692;30000388;InternetBroadbandCorporate;10/02/2022 14.43
Downgrade;AR/CHT/2205/5100;30000388;InternetBroadbandCorporate;09/05/2022 15.19
New;AR/ACT/2202/4411;30000388;InternetBroadbandCorporate;02/02/2022 11.36
Downgrade;AR/CHT/2205/5164;30000388;InternetBroadbandCorporate;10/05/2022 13.01
New;AR/ACT/2202/4410;30000388;InternetCorporate;02/02/2022 11.36
Downgrade;AR/CHT/2205/5165;30000388;InternetCorporate;10/05/2022 13.15
New;AR/ACT/2203/9519;30000388;InternetBroadbandCorporate;11/03/2022 15.09
New;AR/ACT/2203/9518;30000388;InternetBroadbandCorporate;11/03/2022 15.09
New;AR/ACT/2202/5380;30000388;InternetCorporate;09/02/2022 10.41
Downgrade;AR/CHT/2205/5167;30000388;InternetCorporate;10/05/2022 13.56
New;AR/ACT/2203/11319;80000307;InternetBroadbandCorporate;22/03/2022 10.17
New;AR/ACT/2203/11362;140003550;InternetCorporate;22/03/2022 13.13
New;AR/ACT/2203/8189;90001038;InternetBroadbandCorporate;02/03/2022 09.11
Upgrade;AR/CHT/2205/5255;90001038;InternetBroadbandCorporate;12/05/2022 11.19
New;AR/ACT/2203/8188;90001038;InternetCorporate;02/03/2022 09.10
Downgrade;AR/CHT/2205/5262;90001038;InternetCorporate;12/05/2022 11.28
Upgrade;AR/UPG/2204/2560;90000418;InternetCorporate;21/04/2022 08.46
New;AR/ACT/2202/5316;50002129;IPVPN;08/02/2022 14.00
New;AR/ACT/2202/5315;50002129;IPVPN;08/02/2022 13.56
New;AR/ACT/2202/5314;50002129;IPVPN;08/02/2022 13.52
New;AR/ACT/2202/5313;50002129;IPVPN;08/02/2022 13.45
New;AR/ACT/2203/8843;60002260;InternetBroadbandCorporate;07/03/2022 13.47
New;AR/ACT/2111/34491;90000891;InternetBroadbandCorporate;16/11/2021 10.05
Upgrade;AR/UPG/2203/2051;140000783;IPTransit;25/03/2022 15.20
Upgrade;AR/UPG/2203/2050;140000783;IPTransit;25/03/2022 15.11
New;AR/ACT/2204/13331;140000783;Bronze;04/04/2022 10.26
New;AR/ACT/2204/13328;140000783;Bronze;04/04/2022 10.21
New;AR/ACT/2204/13325;140000783;Bronze;04/04/2022 10.19
New;AR/ACT/2204/13322;140000783;Bronze;04/04/2022 10.17
New;AR/ACT/2204/13320;140000783;Bronze;04/04/2022 10.15
New;AR/ACT/2204/13318;140000783;Bronze;04/04/2022 10.11
New;AR/ACT/2204/13316;140000783;Bronze;04/04/2022 10.08
New;AR/ACT/2204/13315;140000783;Bronze;04/04/2022 10.05
New;AR/ACT/2204/13313;140000783;Bronze;04/04/2022 10.01
New;AR/ACT/2204/13310;140000783;Bronze;04/04/2022 09.54
New;AR/ACT/2204/13309;140000783;Bronze;04/04/2022 09.49
New;AR/ACT/2204/13308;140000783;Lain-lain;04/04/2022 09.46
New;AR/ACT/2203/12502;140000783;Bronze;29/03/2022 10.11
New;AR/ACT/2203/12501;140000783;Bronze;29/03/2022 10.03
New;AR/ACT/2203/12500;140000783;Bronze;29/03/2022 10.01
New;AR/ACT/2203/12499;140000783;Bronze;29/03/2022 09.58
New;AR/ACT/2203/12498;140000783;Bronze;29/03/2022 09.55
New;AR/ACT/2203/12497;140000783;Bronze;29/03/2022 09.51
New;AR/ACT/2203/12496;140000783;Bronze;29/03/2022 09.49
New;AR/ACT/2203/12495;140000783;Bronze;29/03/2022 09.45
New;AR/ACT/2203/12493;140000783;Bronze;29/03/2022 09.42
New;AR/ACT/2203/12492;140000783;Bronze;29/03/2022 09.39
New;AR/ACT/2203/12491;140000783;i-WINOutdoor;29/03/2022 09.36
New;AR/ACT/2203/12490;140000783;i-WINOutdoor;29/03/2022 09.29
New;AR/ACT/2203/12489;140000783;i-WINOutdoor;29/03/2022 09.14
New;AR/ACT/2203/12488;140000783;i-WINOutdoor;29/03/2022 09.12
New;AR/ACT/2203/12487;140000783;i-WINOutdoor;29/03/2022 09.09
New;AR/ACT/2203/12486;140000783;i-WINOutdoor;29/03/2022 09.06
New;AR/ACT/2203/12485;140000783;i-WINOutdoor;29/03/2022 09.03
New;AR/ACT/2203/12483;140000783;i-WINOutdoor;29/03/2022 08.55
New;AR/ACT/2203/12480;140000783;i-WINOutdoor;29/03/2022 08.51
New;AR/ACT/2203/12477;140000783;Metronet;29/03/2022 08.41
New;AR/ACT/2203/12476;140000783;Metronet;29/03/2022 08.35
New;AR/ACT/2203/12475;140000783;Metronet;29/03/2022 08.32
New;AR/ACT/2203/12473;140000783;Metronet;29/03/2022 08.26
New;AR/ACT/2203/12471;140000783;Metronet;29/03/2022 08.23
New;AR/ACT/2203/12392;140000783;Metronet;28/03/2022 15.56
New;AR/ACT/2203/12391;140000783;Metronet;28/03/2022 15.50
New;AR/ACT/2203/12389;140000783;Metronet;28/03/2022 15.47
Upgrade;AR/UPG/2203/1414;140000783;Metronet;02/03/2022 13.08
Downgrade;AR/DOW/2203/0213;140000783;Metronet;02/03/2022 14.53
Downgrade;AR/DOW/2203/0218;140000783;Metronet;09/03/2022 11.15
Upgrade;AR/UPG/2203/1571;140000783;Metronet;08/03/2022 13.09
Upgrade;AR/UPG/2203/1503;140000783;Metronet;04/03/2022 15.37
Upgrade;AR/UPG/2203/1572;140000783;Metronet;08/03/2022 13.15
Upgrade;AR/UPG/2203/1580;140000783;Metronet;09/03/2022 09.05
Upgrade;AR/UPG/2203/1579;140000783;Metronet;09/03/2022 08.40
Upgrade;AR/UPG/2203/1720;140000783;Metronet;11/03/2022 11.34
Upgrade;AR/UPG/2203/1420;140000783;Metronet;02/03/2022 15.13
Upgrade;AR/UPG/2203/1576;140000783;Metronet;08/03/2022 16.22
Downgrade;AR/CHT/2205/5295;140001028;i-WINIndoor;12/05/2022 15.37
Downgrade;AR/CHT/2205/5296;140001028;i-WINIndoor;12/05/2022 15.37
Downgrade;AR/CHT/2205/5297;140001028;i-WINIndoor;12/05/2022 15.37
Downgrade;AR/CHT/2205/5298;140001028;PenambahanIPv4Publik;12/05/2022 15.39
Downgrade;AR/CHT/2205/5299;140001028;InternetBroadbandCorporate;12/05/2022 15.39
Downgrade;AR/CHT/2205/5300;140001028;InternetCorporate;12/05/2022 15.39
Downgrade;AR/CHT/2205/5301;140001028;i-WINIndoor;12/05/2022 15.42
New;AR/ACT/2203/9500;20002217;InternetBroadbandCorporate;11/03/2022 14.01
New;AR/ACT/2203/11328;140003122;InternetBroadbandCorporate;22/03/2022 11.10
Upgrade;AR/UPG/2204/2319;90000552;InternetCorporate;13/04/2022 08.32
